150 10 - (282.559, 309.358, 621.754, 51.247, 0.02, 10.328802115209992) - 0.300897156642 0.00273459731999 0.00530452396019
150 15 - (276.234, 297.424, 320.472, 10.994, 0.07, 12.712222313216344) - 0.305606661392 0.00587657514599 0.00675813211112
150 20 - (266.142, 345.681, 1609.423, 220.926, 0.1, 28.663325882960095) - 0.289525365122 0.00811193737413 0.00962333470627
150 25 - (255.87, 303.884, 585.711, 48.667, 0.0, 25.123092014602257) - 0.302050391762 0.0114329661842 0.0116303481615
125 5 - (244.544, 257.996, 512.952, 42.1, 0.05, 5.311008928768404) - 0.25416165841 0.00257983661936 0.00271792657046
125 10 - (233.812, 258.694, 518.125, 43.781, 0.07, 6.57893788462173) - 0.249907829509 0.00405680419007 0.00477327867202
125 15 - (221.371, 257.847, 524.452, 46.91, 0.1, 12.919813768840584) - 0.244422454681 0.0063154516478 0.00800015719763
125 20 - (212.685, 253.116, 492.25, 43.055, 0.07, 15.674479555989814) - 0.251826411175 0.0115990815062 0.00816949443199
125 25 - (203.683, 252.968, 550.763, 54.822, 0.1, 24.893989733846247) - 0.22991342701 0.0105094705213 0.0163394084506
100 5 - (191.778, 205.434, 412.368, 34.258, 0.05, 6.053397917045854) - 0.197035870188 0.0024062996965 0.00217572450015
100 10 - (185.062, 200.558, 218.512, 7.729, 0.15, 6.4320845961763835) - 0.193202688942 0.00488753674495 0.00391575416563
100 15 - (175.595, 239.228, 1404.582, 197.211, 0.07, 21.05885228109452) - 0.189375231524 0.00664571559331 0.00675832804815
100 20 - (167.987, 234.274, 1390.122, 192.932, 0.05, 23.791385417789556) - 0.213882911045 0.00835649592476 0.0089518090097
100 25 - (160.378, 203.776, 420.142, 41.853, 0.07, 22.379205628712178) - 0.20240301812 0.0159597562502 0.00810402791518
75 5 - (140.763, 155.116, 311.554, 25.791, 0.02, 5.108438879137838) - 0.153093223324 0.00252236705508 0.00246914015472
75 10 - (132.289, 183.811, 1307.367, 184.337, 0.02, 15.036526966346024) - 0.1470328366 0.00396155949056 0.0048796047081
75 15 - (123.969, 153.849, 308.837, 28.532, 0.02, 14.872623749346518) - 0.152459680088 0.00930418333634 0.00561129335015
75 20 - (130.627, 154.224, 298.738, 26.308, 0.0, 12.35564516903672) - 0.150834856322 0.00827172283257 0.0093735415004
75 25 - (108.958, 159.786, 335.058, 35.217, 0.05, 22.35006099335345) - 0.154653695985 0.011015657627 0.0144191505819
50 5 - (92.047, 103.602, 211.361, 18.281, 0.05, 5.374280983131302) - 0.0992414721735 0.00220557677165 0.00183540337202
50 10 - (86.401, 102.522, 203.483, 18.702, 0.1, 8.418075921748017) - 0.0978906406358 0.0041157116724 0.00587155946637
50 15 - (77.859, 105.148, 202.856, 19.358, 0.02, 10.819250523636892) - 0.102445305934 0.00675819944261 0.00625705224812
50 20 - (73.554, 103.729, 197.617, 21.901, 0.05, 13.578878808712695) - 0.106300849163 0.0114816536119 0.00994127923682
50 25 - (55.508, 99.388, 184.907, 26.732, 0.05, 22.495126031292116) - 0.110251163117 0.0168239668172 0.00850620446632
25 5 - (40.541, 52.5, 113.532, 11.145, 0.1, 4.416729603377645) - 0.0540367955056 0.00257617277588 0.00265376587472
25 10 - (30.655, 52.145, 96.792, 10.723, 0.12, 7.594695585609226) - 0.0580101836074 0.00465309749188 0.00660931537558
25 15 - (21.914, 47.775, 80.181, 14.455, 0.02, 14.94560976680362) - 0.0477008293999 0.00927218288654 0.00472771125017
25 20 - (24.3, 57.305, 96.845, 16.55, 0.05, 16.88125997555065) - 0.0365238087526 0.0109376707137 0.0096475209106
